,Date,Close,return,Settle,Value,portfolio,options,cash,delta,tgtdelta
22,2007-06-21,151.979996,0.0055423539461829634,15.75,5.36,976789.6339450751,15192.218871515473,961597,19500.0,19281.280293198753
23,2007-06-22,150.550003,-0.009453632067762532,15.99,5.34,948758.0560456241,-12911.64834525959,961669,19400.0,18905.83933191202
24,2007-06-25,149.830002,-0.004793943451098828,16.11,5.36,933718.8812419055,-27944.70909487849,961663,19300.0,18695.565683338347
25,2007-06-26,148.28999299999998,-0.010331562621402966,16.51,5.34,903865.0125416793,-57635.831282103616,961500,19200.0,18285.75875396419
26,2007-06-27,150.399994,0.014128602839970309,15.91,5.34,943882.2141077953,-17664.387850491625,961546,19100.0,18827.438532500113
27,2007-06-28,150.380005,-0.00013291442316926534,15.85,5.36,943221.5373853953,-18367.380833757103,961588,19000.0,18816.760992634532
28,2007-06-29,150.429993,0.00033235597747854797,16.34,5.34,943886.7448551545,-17841.93678648927,961728,18900.0,18823.774289250043
29,2007-07-02,151.78999299999998,0.009000127346039066,16.14,5.36,968472.935999506,7216.847603200804,961256,18900.0,19141.04316480546
30,2007-07-03,152.33999599999999,0.003616898165094076,16.07,5.36,978642.3501596204,17913.3313761918,960729,19000.0,19272.201178729592
31,2007-07-05,152.179993,-0.0010508539373415943,16.19,5.36,974879.4639446384,14661.522250798873,960217,19100.0,19218.284441857708
32,2007-07-06,152.979996,0.005243182996278869,16.08,5.36,989953.4084288555,29842.013601924453,960111,19200.0,19413.38935115782
33,2007-07-09,153.100006,0.0007841741072030097,16.18,5.34,991124.1290565088,31129.62732634681,959994,19300.0,19421.112153121183
34,2007-07-10,150.919998,-0.014341460009605797,16.71,5.34,948541.0781129507,-11522.438771050165,960063,19400.0,18855.176729719093
35,2007-07-11,151.990005,0.007064880261188162,16.74,5.34,968903.4719259993,8666.16692195056,960237,19300.0,19124.352392632645
36,2007-07-12,154.389999,0.015667100071421504,16.64,5.34,1014697.0129334572,54705.49206932261,959991,19200.0,19716.892664792176
37,2007-07-13,154.850006,0.0029750829897080746,16.85,5.34,1023286.2874237945,63586.80324979694,959699,19300.0,19824.725497727028
38,2007-07-16,154.830002,-0.00012919142026737718,17.05,5.36,1021745.308088494,62336.9899295083,959408,19400.0,19797.428693861813
39,2007-07-17,154.75,-0.000516842181397234,17.21,5.36,1019892.3862527146,60767.11062687942,959125,19500.0,19771.74254447912
40,2007-07-18,154.470001,-0.0018110023648205984,17.61,5.36,1014109.2500023483,54843.40315303317,959265,19600.0,19695.265943625163
41,2007-07-19,155.070007,0.0038767638170582076,17.59,5.36,1025573.5972122857,66623.34328590275,958950,19600.0,19840.850278912138
42,2007-07-20,153.5,-0.010176105989704259,17.94,5.36,994346.9612549355,35091.31287230187,959255,19700.0,19433.491099444993
43,2007-07-23,153.970001,0.0030572177093148513,17.78,5.34,1002390.7703833829,42995.43006283502,959395,19600.0,19530.897523019103
44,2007-07-24,151.300003,-0.017493144114166317,18.7,5.34,949762.734767572,-9708.54786906447,959471,19600.0,18832.043276976776
45,2007-07-25,151.610001,0.002046800066974439,18.47,5.34,955513.8530653507,-4062.2132497100984,959576,19500.0,18907.338172209707
46,2007-07-26,148.020004,-0.02396401389673574,19.52,5.35,885576.7270982489,-73743.39020902748,959320,19400.0,17948.453651539872
47,2007-07-27,145.110001,-0.019855344398337083,19.71,5.34,829124.2982863482,-129646.29047675064,958770,19300.0,17141.291969662685
48,2007-07-30,147.380005,0.015522236870427841,19.3,5.34,871565.5531180078,-86875.26993919886,958440,19200.0,17741.18992161809
49,2007-07-31,145.720001,-0.011327340261912244,20.7,5.35,839573.7403296921,-118369.06743427124,957942,19100.0,17284.66376409836
50,2007-08-01,146.429993,0.004860471759948586,20.75,5.35,852779.9614054727,-104733.54303710765,957513,19000.0,17471.419835527944
51,2007-08-02,147.600006,0.007958502053980805,20.45,5.35,874611.9884316792,-82587.22457639915,957199,18900.0,17776.66570890951
52,2007-08-03,143.800003,-0.0260824866675575,21.75,5.34,802892.864975932,-153609.8092806421,956502,18800.0,16750.19850262309
53,2007-08-06,146.21000700000002,0.016620526156504167,21.27,5.35,846849.1084279983,-109191.03380855452,956040,18700.0,17376.01534540652
54,2007-08-07,147.770004,0.010613045678917769,20.32,5.36,875590.6279282608,-80141.4767307641,955732,18600.0,17776.083187930228
55,2007-08-08,149.830002,0.0138442934189097,20.13,5.41,913429.6388239863,-42199.497811775276,955629,18500.0,18289.320429108444
56,2007-08-09,145.389999,-0.03008155133827744,22.26,5.45,831465.8032120594,-123615.1329790395,955080,18400.0,17156.595548474957
57,2007-08-10,144.71000700000002,-0.00468799194279986,22.92,5.6,818759.3849736617,-135706.16255981976,954465,18300.0,16973.7961170922
58,2007-08-13,145.229996,0.0035868769547405936,21.66,5.56,827149.8862378165,-126744.82047693475,953894,18200.0,17086.343916951217
59,2007-08-14,143.009995,-0.015404142154943097,22.18,5.55,786708.272475929,-166390.85203904437,953099,18100.0,16503.21585863832
60,2007-08-15,141.03999299999998,-0.013871034463937384,22.15,5.53,750990.7547757132,-201113.49230299977,952104,18000.0,15973.995860359551
61,2007-08-16,142.100006,0.007487588868512717,22.45,5.52,769709.1471498099,-181503.45519501725,951212,17900.0,16250.01649506918
62,2007-08-17,144.71000700000002,0.01820071079562715,22.64,5.52,815913.0106422867,-134666.2221411173,950579,17800.0,16914.787599497937
63,2007-08-20,144.639999,-0.00048389839232383083,21.83,5.55,813632.3135496883,-136300.8977503202,949933,17700.0,16875.670336869025
64,2007-08-21,144.929993,0.0020029292050689975,21.48,5.53,818486.7505752295,-130826.6053138237,949313,17600.0,16942.38853461953
65,2007-08-22,146.649994,0.011797935574540971,21.01,5.53,848339.2509404856,-100523.77471421885,948863,17500.0,17354.366566298373
66,2007-08-23,146.520004,-0.0008867892991282842,21.01,5.53,845832.3492722168,-103174.40997134474,949006,17400.0,17318.434196989583
67,2007-08-24,148.330002,0.012277569608307523,20.53,5.57,877081.5098888951,-71785.4183503939,948866,17400.0,17739.125559148073
68,2007-08-27,146.949997,-0.00934716236911929,20.78,5.57,851901.690635748,-96534.120529697,948435,17500.0,17391.664675619177
69,2007-08-28,143.720001,-0.022225403246524885,21.78,5.57,795454.6054657487,-152224.90196014143,947679,17400.0,16604.256886953724
70,2007-08-29,146.53999299999998,0.019431411760016417,21.43,5.65,843999.75941723,-103825.93609920848,947825,17300.0,17278.55465539493
71,2007-08-30,146.149994,-0.002664930459751259,21.75,5.68,837012.625881259,-110298.16649592761,947310,17300.0,17181.238321800938
72,2007-08-31,147.58999599999999,0.009804681587990216,21.49,5.78,861545.1104247249,-85688.27806660278,947233,17200.0,17512.26642267932
73,2007-09-04,149.080002,0.010044955935168529,21.03,5.85,885924.7907403971,-61078.82857568291,947003,17300.0,17827.83966035358
74,2007-09-05,147.78999299999998,-0.008690788164706566,21.35,5.85,863240.1113326187,-83662.47202044741,946902,17400.0,17522.974874204483
75,2007-09-06,148.130005,0.002298000486075067,21.25,5.85,868949.4326463696,-78104.33109883586,947053,17500.0,17598.381218842926
76,2007-09-07,146.070007,-0.014004293563093526,21.88,5.85,832658.3651888907,-113858.79527219938,946517,17500.0,17101.218428548935
77,2007-09-10,145.78999299999998,-0.0019188246825003843,22.1,5.85,826767.6645486285,-119178.6816806262,945946,17400.0,17012.84801931423
78,2007-09-11,147.490005,0.011593228669500615,21.63,5.85,855941.2653088716,-89449.92067726591,945391,17300.0,17410.15464693092
79,2007-09-12,147.869995,0.002573064799914697,21.77,5.8,862312.9528990237,-83228.27361604491,945541,17400.0,17494.684156154
80,2007-09-13,148.91000400000001,0.007008647892107014,21.47,5.75,880167.6017998827,-65166.11768244012,945333,17400.0,17732.205590429287
81,2007-09-14,148.899994,-6.722406953949652e-05,21.49,5.65,879745.4561665958,-65386.60803224643,945132,17500.0,17724.89237642137
82,2007-09-17,148.100006,-0.005387137607535451,21.69,5.6,864625.757883486,-80651.24866993874,945277,17600.0,17514.363055802023
83,2007-09-18,152.46000700000002,0.02901455068688685,20.48,5.2,941101.3717568062,-3642.9314087031703,944744,17600.0,18518.326024151487
84,2007-09-19,153.360001,0.0058857927841619966,20.2,5.22,956768.8717530869,12162.822601738619,944606,17700.0,18716.13586686962
85,2007-09-20,152.279999,-0.007067180310555712,20.38,5.25,937281.2402565535,-6807.268495976466,944088,17800.0,18464.957573119373
86,2007-09-21,151.970001,0.002682254558458357,19.62,5.25,931465.9908330126,-12135.443212668139,943601,17900.0,18387.826242753254
87,2007-09-24,151.690002,-0.001844161737425204,19.56,5.25,925349.9437624617,-17792.42013527385,943142,18000.0,18300.80951075065
88,2007-09-25,151.389999,-0.001979695770039148,19.58,5.3,919650.4749332991,-23060.122713937148,942710,18100.0,18224.132657533723
89,2007-09-26,152.190002,0.0052704713698590285,19.28,5.23,933936.8350333297,-8265.481461864056,942202,18200.0,18409.951168145653
90,2007-09-27,153.08999599999999,0.005896204227410407,19.13,5.25,950131.6066454822,8042.62201823324,942088,18300.0,18619.07958986717
91,2007-09-28,152.580002,-0.0033368958455836798,19.58,5.25,940469.6872535374,-1753.8185546817235,942223,18400.0,18491.34240908328
92,2007-10-01,154.300003,0.011209717041721886,19.19,5.3,971015.999181625,29029.84710619325,941986,18400.0,18879.118217158266
93,2007-10-02,154.08999599999999,-0.001361957476781859,19.66,5.25,966851.228861009,25078.275302253118,941772,18500.0,18823.763786605763
94,2007-10-03,153.779999,-0.0020138182337220297,19.82,5.3,960803.874326473,19216.787338712562,941587,18600.0,18743.73547745581
95,2007-10-04,154.020004,0.0015594869805527884,19.89,5.25,965007.859651075,23285.425904499712,941722,18700.0,18796.412827993598
96,2007-10-05,155.850006,0.011811554630161538,18.99,5.3,998945.689955949,57615.61092846249,941330,18700.0,19228.982704484766
97,2007-10-09,156.479996,0.009374014067644758,18.62,5.25,1009237.3896770115,68359.53047442004,940877,18800.0,19348.876830435467
98,2007-10-10,156.220001,-0.001662904140810218,18.64,5.25,1004033.7777963326,63582.98425127527,940450,18900.0,19281.150391165327
99,2007-10-11,155.470001,-0.004812483189595011,19.71,5.25,989491.846976242,48906.57677076265,940585,19000.0,19093.55838319398
100,2007-10-12,156.330002,0.005516376988908222,19.42,5.25,1005540.415300262,65392.663855204795,940147,19000.0,19296.495920858404
101,2007-10-15,155.009995,-0.008479571671460821,20.29,5.23,979175.9554816221,38773.299363273574,940402,19100.0,18950.57068058654
102,2007-10-16,153.779999,-0.00796659560998843,21.02,5.21,955512.9746286188,14981.051362711984,940531,19000.0,18640.51854939768
103,2007-10-17,154.25,0.0030516596842828647,20.95,5.25,964105.9108523412,23399.193186615063,940706,18900.0,18750.844295345374
104,2007-10-18,153.690002,-0.0036370631530474326,20.92,5.2,953289.0007529315,12466.801517365122,940822,18800.0,18608.022415529635
105,2007-10-19,149.669998,-0.0265047424541529,22.3,5.15,877827.4179082575,-31049.62463095721,908877,18700.0,17595.25816072218
106,2007-10-22,150.53999299999998,0.005795925928825425,21.74,5.1,886865.1820897667,-9023.208691224863,895888,11100.0,17673.6792213701
107,2007-10-23,151.759995,0.008071509572842275,21.23,5.09,895972.4200243667,4545.8733743308485,891426,7500.0,17711.63250284174
108,2007-10-24,151.479996,-0.0018467160524804648,21.57,5.06,894342.7076228219,5622.525627554915,888720,5800.0,17712.095284637224
109,2007-10-25,151.83999599999999,0.002373731890643674,21.68,5.0,896153.7936601324,8994.506953676084,887159,5000.0,17705.88416625352
110,2007-10-26,153.619995,0.011654679504567758,21.04,4.95,904360.6146577629,17443.80763408916,886916,4600.0,17660.99422131402
111,2007-10-29,154.130005,0.0033144465761014933,20.91,4.95,906478.8528142375,19767.62857129438,886711,4500.0,17643.78427446825
112,2007-10-30,153.059998,-0.006966446283805573,21.64,4.85,901792.1042779925,15348.691278538616,886443,4400.0,17675.266876940488
113,2007-10-31,154.649994,0.010334472018811094,20.3,4.85,908652.6377935634,22389.6733788372,886262,4300.0,17626.627993148777
114,2007-11-01,151.029999,-0.023685974376788026,22.46,4.83,893109.3856467092,7224.886658395583,885884,4300.0,17740.3706196153
115,2007-11-02,151.199997,0.0011249579471334526,23.07,4.83,893878.5717329405,8657.99112031464,885220,4400.0,17735.68629898069
116,2007-11-05,150.050003,-0.007634852024432696,23.91,4.83,888649.4525167674,3709.0918150290886,884940,4400.0,17767.066339547506
117,2007-11-06,152.070007,0.013372395304098757,22.92,4.9,897760.7140511804,13306.295735085165,884454,4500.0,17710.804354428295
118,2007-11-07,147.91000400000001,-0.027736979457048408,25.23,4.91,878644.0886574371,-5739.706909409498,884383,4600.0,17821.18987686804
119,2007-11-08,147.16000400000001,-0.005083550308935371,25.05,4.9,875135.8692202708,-8765.720658758391,883901,4700.0,17840.496984906385
120,2007-11-09,145.139999,-0.013821670457752016,26.36,4.9,865454.8569957718,-18166.668676407942,883621,4800.0,17888.690842469383
121,2007-11-13,148.080002,0.030024909563325018,24.82,4.9,879559.0020115798,-3392.111667169229,882951,4900.0,17819.266412724246
122,2007-11-14,147.669998,-0.002772640829500861,25.15,4.9,877563.6720836638,-4717.351649879868,882281,4900.0,17828.20513243991
123,2007-11-15,145.53999299999998,-0.014529126119796863,26.7,4.95,867141.8306315569,-14816.819934763498,881958,4900.0,17874.299965746675
124,2007-11-16,145.78999299999998,0.0017162672802277911,26.45,5.05,868406.8303959845,-13198.462205971711,881605,5000.0,17869.679787884714
125,2007-11-19,143.759995,-0.014021974407325784,26.92,5.05,857850.4543359468,-23604.78922628343,881455,5100.0,17901.721289068217
126,2007-11-20,144.639999,0.0061026820350320145,26.18,5.1,862439.0547340973,-18775.511493705224,881214,5200.0,17887.97830538074
127,2007-11-21,141.679993,-0.020676945662662788,26.81,5.1,846761.2600297305,-34022.05229919171,880783,5300.0,17929.728300376126
128,2007-11-23,144.130005,0.017144760718453056,25.86,5.15,859886.7835724086,-20704.032116342834,880590,5400.0,17898.149318160544
129,2007-11-26,140.949997,-0.022310508509935798,27.32,5.2,842172.5311052916,-38054.64842699199,880227,5500.0,17924.921228028652
130,2007-11-27,142.570007,0.01142795998858043,26.65,5.15,851250.3497903608,-28940.387249075608,880190,5600.0,17912.260110719377
131,2007-11-28,147.130005,0.0314834274288192,24.56,5.25,877247.9437763799,-2444.477705540605,879692,5700.0,17887.200040053962
132,2007-11-29,147.179993,0.0003396962442824718,24.86,5.25,877541.6796404845,-1647.6714112990635,879189,5800.0,17887.112135692612
133,2007-11-30,148.66000400000001,0.01000556626650683,24.19,5.25,886275.5039421218,7277.857734512773,878997,5900.0,17885.284812896716
134,2007-12-03,147.679993,-0.006614122849381865,24.29,5.3,880247.5482552643,1449.0925993638496,878798,5900.0,17881.519298052735
135,2007-12-04,146.360001,-0.008978376371284874,24.48,5.25,872461.2852482396,-5657.296256973709,878118,5900.0,17883.191021191087
136,2007-12-05,148.809998,0.016600964018532283,23.06,5.25,886917.8766981098,9490.059654158918,877427,5900.0,17880.207417880145
137,2007-12-06,150.940002,0.014212109104995926,21.67,5.3,899487.5225460607,22456.4673769068,877031,5900.0,17877.716522344967
138,2007-12-07,150.91000400000001,-0.0001987609707212549,21.97,5.3,899308.7275367286,22969.011110477648,876339,6000.0,17877.715930682672
139,2007-12-10,152.080002,0.007723052194861939,21.28,5.25,906076.0422304412,30425.634245471803,875650,6000.0,17873.67234971054
140,2007-12-11,147.91000400000001,-0.027802703604406755,22.92,5.25,881055.7130917524,6094.4042095226305,874961,6000.0,17870.10389963384
141,2007-12-12,149.369995,0.009822408121478512,22.19,5.2,889814.2565015642,15086.969757972642,874727,6000.0,17871.345376323356
142,2007-12-13,149.059998,-0.002077519812116069,22.04,5.15,887918.5676688291,13391.518124820814,874527,6100.0,17870.359175816488
143,2007-12-14,147.169998,-0.012760528449823174,22.64,5.15,876193.9935398375,2835.9283023903718,873358,6200.0,17860.854904812273
144,2007-12-17,145.070007,-0.014371934782961502,23.75,5.25,862910.5552457802,-9268.495442490714,872179,6200.0,17844.70628540978
145,2007-12-18,145.880005,0.005567967411874103,22.55,5.2,867927.261842181,-3077.5453200542697,871004,6200.0,17848.791446960415
146,2007-12-19,145.880005,0.0,24.38,5.2,867921.2909483287,-2711.476582759565,870632,6200.0,17848.6686564412
147,2007-12-20,146.800003,0.006286736401148904,24.1,5.2,873709.2677699632,3540.5530361353112,870168,6300.0,17855.093663110412
148,2007-12-21,148.130005,0.014237415671844713,23.29,5.1,882208.8460557181,12145.636690679163,870063,6400.0,17866.917226980142
149,2007-12-26,149.550003,0.0021420919970272364,22.79,5.1,890883.1899464434,21066.99505263731,869816,6500.0,17871.277273323292
150,2007-12-27,147.669998,-0.012650764194217014,23.52,5.05,878457.8093758953,8697.843140144725,869759,6600.0,17846.370040092275
151,2007-12-28,147.300003,-0.002508697106772288,23.72,4.85,875953.9118174805,6689.608620986556,869264,6700.0,17840.20150666556
152,2007-12-31,146.21000700000002,-0.0074273515294528344,24.19,4.85,868232.785080213,-645.4519423082686,868878,6800.0,17814.774848076155
153,2008-01-02,144.929993,-0.00879317337049919,24.49,4.73,859226.2911002422,-9400.32670752959,868626,6900.0,17785.68272821711
154,2008-01-03,144.860001,-0.00048305326480390623,24.52,4.8,858704.7191505,-9673.112747957412,868377,7000.0,17783.47466290229
155,2008-01-04,141.309998,-0.02481172122902602,25.3,4.75,833464.7553846397,-34534.57032318695,867999,7100.0,17694.390358380155
156,2008-01-07,141.190002,-0.0008495292546484434,24.81,4.6,832263.0427665645,-35377.88205881409,867640,7200.0,17683.894701692076
157,2008-01-08,138.91000400000001,-0.01628024498182513,25.9,4.55,815575.5917693217,-51936.839722800505,867512,7300.0,17613.754984183608
158,2008-01-09,140.369995,0.010455487721196515,25.78,4.4,826331.2481351586,-40914.83130955826,867246,7400.0,17660.42482515922
159,2008-01-10,141.28999299999998,0.0065327083081345464,24.95,4.4,833181.6069420221,-33706.440636941246,866888,7500.0,17690.883605791292
160,2008-01-11,140.149994,-0.008101231434701518,26.15,4.25,824462.7451627405,-42188.93396559189,866651,7600.0,17648.150848213532
161,2008-01-14,141.279999,0.00803049497799468,25.1,4.05,832787.0741942473,-33524.82558548759,866311,7700.0,17683.75736315472
162,2008-01-15,138.169998,-0.02225893318385006,25.24,4.05,808465.330119086,-57817.53203462143,866282,7800.0,17553.709383112662
163,2008-01-16,136.979996,-0.008649896025288331,24.99,3.92,798995.985306272,-66894.17085265106,865890,7900.0,17498.817534779428
164,2008-01-17,133.429993,-0.02625795727605752,26.97,3.95,770527.5662356042,-95324.0879728813,865851,8000.0,17324.31102433478
165,2008-01-18,132.059998,-0.010320593670580802,27.24,3.9,759359.0708724308,-106103.58402447405,865462,8100.0,17250.31990851077
166,2008-01-22,130.720001,-0.010198710860115649,27.73,3.7,747798.915213842,-115601.65336875635,863400,8200.0,17161.847678088114
167,2008-01-23,133.860001,0.023736846381336232,26.4,3.3,773460.5164512036,-89889.62845721802,863350,8200.0,17334.390647088152
168,2008-01-24,134.990005,0.008406253517521969,26.43,3.25,782751.1658673184,-80438.42429878232,863189,8300.0,17395.758283007362
169,2008-01-25,133.03999299999998,-0.014550956391582378,26.75,3.3,766282.2003655145,-96938.92626619482,863221,8400.0,17279.36501843129
170,2008-01-28,135.240005,0.016401232542045147,26.16,3.3,784557.5370410021,-78475.59128385795,863033,8500.0,17403.67142934523
171,2008-01-29,135.91000400000001,0.004941916587534119,26.25,3.3,790228.6216982865,-71256.43150762547,861485,8600.0,17443.056399989946
172,2008-01-30,134.91000400000001,-0.0073850122984030625,26.14,3.3,781538.7853342491,-79791.18613718625,861329,8600.0,17379.11412412935
173,2008-01-31,137.369995,0.018070059839000584,25.64,3.15,802845.1769008824,-58090.14319318912,860935,8700.0,17533.199522229344
174,2008-02-01,139.580002,0.015959948978616058,24.95,3.15,822197.1574883373,-38614.571818604556,860811,8800.0,17671.524839675898
175,2008-02-04,137.820007,-0.0126893911977447,25.81,3.2,806094.0565236404,-53661.640646305226,859755,8900.0,17546.66990817176
176,2008-02-05,134.130005,-0.02713902052865824,27.39,3.25,773158.7338145939,-85047.10538432415,858205,8900.0,17292.746700813004
177,2008-02-06,133.050003,-0.008084496219711055,28.19,3.15,763450.9621715654,-94792.08751702668,858243,8900.0,17214.226492837406
178,2008-02-07,133.929993,0.006592203161360373,27.62,3.1,771273.5675227594,-86921.94660653325,858195,9000.0,17276.344534478387
179,2008-02-08,133.070007,-0.006441864973456975,28.39,3.1,763348.7716038285,-94884.73704875167,858233,9100.0,17209.334894011736
180,2008-02-11,133.75,0.005097027616596653,27.88,3.1,769159.678746384,-88027.65018129867,857187,9200.0,17252.179710199267
181,2008-02-12,134.990005,0.00922835288440354,27.06,3.1,780468.861046087,-75176.55959350495,855645,9200.0,17345.036642811156
182,2008-02-13,136.369995,0.01017100454428951,26.0,3.07,793066.1747113465,-61036.635802531135,854102,9200.0,17446.642306718863
183,2008-02-14,135.169998,-0.00883851250519608,26.28,3.08,781928.4881409717,-72002.66039942775,853931,9200.0,17354.335275072768
184,2008-02-15,135.139999,-0.00022195997533270718,26.07,3.08,781551.2884097284,-72211.84560108205,853763,9300.0,17349.814137775636
185,2008-02-19,135.520004,0.002807989695447301,25.51,3.1,784510.5352036507,-65851.4142133412,850361,9400.0,17366.673082528483
186,2008-02-20,135.919998,0.0029472022294212484,25.45,3.1,788133.5998095975,-60673.30631044558,848806,9300.0,17395.53291803898
187,2008-02-21,134.78999299999998,-0.008348502831608465,25.42,3.15,777529.7416033626,-69719.55935954142,847249,9300.0,17305.359047018337
188,2008-02-22,135.619995,0.006138860570415514,24.87,3.1,785154.2349195591,-60544.692273043125,845698,9300.0,17368.107886736594
189,2008-02-25,137.330002,0.012529982717681024,24.17,3.1,800632.5690879865,-42347.713565666934,842980,9300.0,17489.970671259143
190,2008-02-26,138.360001,0.0074721881908483235,23.71,3.1,810017.7909835976,-31404.64984250921,841422,9200.0,17563.26507218508
191,2008-02-27,138.220001,-0.0010123653983901998,23.88,3.12,808640.2170572933,-32794.39894565283,841434,9200.0,17551.15492418409
192,2008-02-28,136.869995,-0.009815092205945107,24.58,3.12,795994.216131402,-45095.876789746246,841090,9300.0,17447.086546574406
193,2008-02-29,133.820007,-0.022535868028387068,26.1,3.1,767232.2614764359,-71811.68727566616,839043,9400.0,17199.945180314535
194,2008-03-03,133.5,-0.0023941878234420896,26.16,3.07,763806.7885300659,-73186.01742830194,836992,9400.0,17164.197495057662
195,2008-03-04,132.990005,-0.003827502818395647,25.72,3.05,758920.68358298,-76022.93728324062,834943,9400.0,17119.798219038643
196,2008-03-05,133.830002,0.006296377730719203,24.83,3.05,766725.6230861598,-66171.06177703837,832896,9400.0,17187.303555883376
197,2008-03-06,131.059998,-0.02091513440142949,26.76,3.02,740596.7392502476,-92048.82139557257,832645,9400.0,16952.466440223376
198,2008-03-07,129.71000700000002,-0.010353975032082584,26.91,3.0,727679.5478402264,-104850.93624724017,832530,9500.0,16830.148220720388
199,2008-03-10,128.0,-0.01327097939951106,27.75,2.9,710845.4108609413,-119150.2234984341,829995,9600.0,16660.43931705331
200,2008-03-11,132.600006,0.03530685908099949,26.11,2.9,754910.6927858053,-73041.85775037826,827952,9600.0,17079.426665768144
201,2008-03-12,131.360001,-0.009395469683848393,26.92,2.9,742912.9296469043,-82506.55525289268,825419,9600.0,16966.647167890267
202,2008-03-13,131.649994,0.002205187050192199,27.02,2.85,745603.059029899,-79513.95535210002,825117,9600.0,16990.57560982264
203,2008-03-14,129.610001,-0.015616891216217853,28.52,2.8,725719.6214195346,-99301.74532044948,825021,9700.0,16797.769056869336
204,2008-03-17,128.300003,-0.010158654146422448,28.54,2.55,712459.486221287,-112608.77122519,825068,9800.0,16659.223762168276
205,2008-03-18,133.630005,0.040703529205392,26.2,2.65,765125.4072547388,-59944.88339419646,825070,9900.0,17177.10196721325
206,2008-03-19,130.320007,-0.025081806202023247,27.41,2.7,731924.440038571,-92983.67878538588,824908,10000.0,16849.088414457445
207,2008-03-20,132.080002,0.018263712148902867,27.0,2.7,749598.5949521725,-74971.51238822278,824570,10100.0,17026.012649943157
208,2008-03-24,134.720001,0.01979074316261603,26.35,2.65,775931.5700875239,-45669.77900639463,821601,10200.0,17278.761082124485
209,2008-03-25,134.850006,0.0009645361628040684,26.32,2.8,777146.7503909046,-41492.45776427389,818639,10100.0,17289.137170470083
210,2008-03-26,133.199997,-0.012311358495833131,26.95,2.8,760551.7722817505,-56045.05586816153,816596,10000.0,17129.544806560705
211,2008-03-27,132.779999,-0.0031581198240283525,26.64,2.9,756259.4145592451,-60410.64064060601,816670,10000.0,17086.746955599356
212,2008-03-28,131.509995,-0.00961075942575741,26.59,2.95,743340.8196455964,-70789.39666836169,814130,10100.0,16957.056830066715
213,2008-03-31,131.970001,0.0034917752722120393,26.3,2.95,747583.0026191385,-61796.394012581804,809379,10100.0,16994.385018284687
214,2008-04-01,136.610001,0.03455552661333053,24.85,2.95,793894.5572439018,-13928.368129146773,807822,10000.0,17434.18237535702
